id,question,option_a,option_b,option_c,option_d,correct_option,batch,model_answer,model_answer_val
OIC-051-04-B,What is the main cause of micturition disorders in children?,Psychological problems,Sleep disorders,Nocturnal respiratory disorders,Genetic predisposition,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-336-09-A,What is the correct order for prescribing complementary examinations in an emergency for adults and children?,"Capillary glycaemia verified by plasma glycaemia, a brain scan, and performing a lumbar puncture","Performing capillary glycaemia first, followed by blood gases and liver check-up",Blood/urine toxicology analysis should be performed before any of the above examinations,"Capillary glycaemia verified by plasma glycaemia is not a standard ionogram with natraemia, calcaemia, urea, creatinine",a,batch1,"{ ""answer_option"" : ""A"" }",a
OIC-336-13-A,What is the most common cause of non-traumatic coma in adults?,Vascular,Metabolic,Endocrine,Withdrawal,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-336-04-A,What is the primary sign of a patient in a coma who has lost their ability to move their eyes?,Unilateral mydriasis,Bilateral mydriasis,Pendular movements,Unilateral VI paralysis,b,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-336-06-B,What is a key characteristic of deep coma in adults?,Loss of pain perception,Abolition of all muscle tone,Increased heart rate,Decreased consciousness,b,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-336-08-A,What is a common emergency situation in children that requires immediate attention?,Unilateral mydriasis without decerebrate motor response,Glasgow score > 8,Respiratory distress with no signs of respiratory distress,HTIC (difficult to diagnose if the patient is immediately seen in a coma),a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-336-01-A,What does 'Vigilance' refer to in a coma?,The ability to see and respond to visual stimuli,A state of deep relaxation with reduced responsiveness,"The presence of an old-sleep rhythm, indicating increased alertness",A lack of eye movement or response to stimulation,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-336-07-A,What is the primary treatment for hypoglycemia in adults and children?,Oral glucose,Sugar cubes,IV insulin,Blood transfusion,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-336-10-B,What is the preferred emergency MRI indication in adults and children with suspected ischaemic stroke?,CT scan,Ultrasound,MRI of the spine,CT angiography,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-336-03-A,What is the correct interpretation of a Glasgow Coma Score in adults and children?,A score of Y4 indicates spontaneous eye opening.,A score of V5 indicates no response to verbal stimuli.,A score of M6 indicates normal motor response to pain.,A score of Y1 indicates failure to open eyes to pain.,a,batch1,"{ ""answer_option"" : ""A"" }",a
OIC-336-05-A,What is the most common cause of non-traumatic coma in adults and children?,Chronic intoxication,Fever,Local signs,Context,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-336-02-B,What is the primary mechanism contributing to non-traumatic coma in adults?,Loss of consciousness due to excessive neurotransmitter release,Inadequate blood flow to the brain,Overactivation of the default mode network,Electrolyte imbalance leading to neuronal excitability,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-336-14-A,What is the primary goal of initial symptomatic management and correction of hypoglycemia in adults and children?,Administering insulin to raise blood sugar levels,Using a rectal thermometer to measure body temperature,Performing a thorough dental examination before administering glucose,Providing oxygen therapy to improve lung function,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-336-15-B,What is the primary goal in managing non-traumaticoma in adults and children?,Maintain normal blood pressure,Avoid hypoxemia,Prevent ACSOS,Initiate mechanical ventilation when GCS < 8 and no rapidly reversible cause is present,d,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-355-17-B,What should be administered to a patient with upper gastrointestinal haemorrhage before an endoscopy?,Erythromycin,Caffeine,Ginger,Adequate hydration,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-355-06-B,What is the main cause of rectal discharge in children?,Constipation,Fissure on constipation,Crohn's disease,Meckel's diverticulum,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-355-14-A,What is the primary goal of initiating oxygen therapy and fluid resuscitation for a patient with digestive hemorrhage?,Improve oxygenation,Increase blood pressure,Reduce bleeding risk,Decrease cardiac output,c,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-355-08-A,What is the main cause of upper gastrointestinal haemorrhage?,Peptic ulcers,Gastrointestinal cancer,Hormonal changes,Aging population,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-355-04-A,What is a common antecedent for lower digestive hemorrhage?,Gastroduodenal surgery,Chronic liver disease,Anal pathology (haemorrhoids),Colorectal cancer or colonic polyp,b,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-355-05-B,What is the most common cause of haematemesis in children?,Neonatal oesophagitis,Mallory-Weiss syndrome,Gastritis,Swallowing blood from maternal crevices,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-355-09-A,What is the primary purpose of performing a finger haemoglobin test in cases of digestive hemorrhage?,To confirm the diagnosis,To provide an estimate of blood loss,To check for vitamin B12 deficiency,To assess kidney function,a,batch1,"{ ""answer_option"" : ""a""}",a
OIC-355-02-B,What is the main difference between upper and lower hemorrhage in terms of mortality?,Both have a mortality rate of 3-10%,Lower hemorrhage has a higher mortality rate,Upper hemorrhage has a lower mortality rate,Both have the same mortality rate,c,batch1,"{ ""answer_option"" : ""A"" }",a
OIC-355-16-B,What is the primary treatment for lower GI hemorrhage in children?,Laxatives,Enema,Surgery,Fluid resuscitation only,a,batch1,"{""answer_option"": ""A""}",a
OIC-355-11-A,What is the main criterion for assessing the severity of digestive haemorrhage?,Haemoglobinemia,Lipothymia,Terrain,Volume of extruded blood,a,batch1,"{ ""answer_option"" : ""a""}",a
OIC-355-07-A,What is the most common cause of upper gastrointestinal hemorrhage?,Peptic Ulcer / Erosions,Dieulafoy Ulceration (punctiform ulceration eroding an artery),Gastric Cancer,Aorto-duodenal Fistula,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-355-12-A,What is a common emergency diagnosis for low digestive hemorrhage?,Meckel's Diverticulum,Acute Intestinal Intussusception,Gastrointestinal Foreign Body,Hemorrhoid Prolapse,b,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-355-15-B,What is the primary treatment for oesophagitis in children?,PPI,H. pylori,Antibiotics,Gastric lavage,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-355-01-A,What is the main difference between upper and lower digestive haemorrhage?,The bleeding originates from the stomach,The bleeding originates from the colon,The bleeding originates below the angle of Treitz,The bleeding originates above the angle of Treitz,c,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-355-03-A,What is the most common type of digestive haemorrhage?,Haematemesis,Melena,Recterrhagia,Charcoal and iron per os,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-355-10-B,What is the first-line imaging examination for digestive haemorrhage?,CT scan,MRI,Ultrasound,Endoscopy only,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-355-13-A,What is the main risk factor for upper GI hemorrhage?,Taking NSAIDs,Certain pathologies such as peptic ulcers,Bleeding disorders,Helicobacter pylori,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-012-02-B,What percentage of rape victims in France report filing a complaint with the authorities?,20%,15%,10%,0%,b,batch1,"{ ""answer_option"": ""A"" }",a
OIC-012-12-B,What is the correct treatment for emergency contraception up to 120 hours after sexual violence?,Levonorgestrel (LNG) orally,Ulipristal acetate (UPA),No treatment available,Post-exposure prophylaxis (PEP),a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-012-07-B,What should be done immediately after a patient reports being sexually assaulted?,Provide immediate medical attention.,Call the police to report the assault.,Offer only psychological support without any further action.,Do not take any action until the victim has given consent to do so.,a,batch1,"{ ""answer_option"" : ""A"" }",a
OIC-012-08-A,What is the correct order of questioning during an interview with a victim of sexual violence?,"The place, date, and time of the alleged events.",The number of aggressors.,Types of blows and their locations.,"Any psychological violence (insults, threats, etc.).",a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-012-01-A,What is the difference between exhibitionism and sexual molestation?,"Exhibitionism is an act of exposing a part of the body or commissioning a sexual act in a public place, while sexual molestation involves non-consensual touching.","Sexual molestation is any form of sexual violence committed by someone with power over another person, whereas exhibitionism is simply exposing oneself to others.","Exhibitionism and sexual molestation are two different types of acts that can be considered forms of sexual violence, but they have distinct characteristics.","Both exhibitionism and sexual molestation involve non-consensual touching or exposure, but the former is typically committed in a public place.",a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-012-05-B,What is the main difference between a judicial report and a judicial requisition?,"A judicial report is used to protect victims, while a judicial requisition is used for other purposes.",Both are used to obtain medical information.,"A judicial requisition can only be issued by the Prosecutor, not by doctors.",Judicial reports and judicial requisitions have no connection to each other.,a,batch1,"{ ""answer_option"" : ""A""}",a
OIC-012-04-A,What is a common misconception about marital rape?,Marital rape only occurs between spouses who are in a committed relationship,"Marital rape can be reported by anyone, regardless of their relationship status",Marital rape is always a form of domestic violence that affects the victim's mental health,Marital rape is not considered a crime if it occurs between friends or family members,b,batch1,"{ ""answer_option"" : ""A"" }",a
OIC-012-06-A,What is a person considered 'not in a position to protect themselves' under French law?,Being unable to walk due to injury,Having a disability that affects their ability to speak,Losing the use of one hand,Experiencing a sudden and unexpected change in weather,a,batch1,"{ ""answer_option"" : ""A""}",a
OIC-012-09-A,What is the primary risk factor for hepatitis B in individuals who have been exposed to sexual violence?,Hepatitis B can be transmitted through bodily fluids,Hepatitis B can only be transmitted through needle sharing,Hepatitis B can only be transmitted through casual contact,Hepatitis B is a highly contagious disease that requires strict adherence to safe sex practices,a,batch1,"{ ""answer_option"" : ""a""}",a
OIC-012-11-B,What is the classification of female genital mutilation (FGM) according to the World Health Organization?,Type I: Partial or total removal of the clitoris and/or prepuce,"Type II: Partial or total removal of the labia minora, with or without excision of the labia majora",Type III: Narrowing of the vaginal orifice with covering by removal and approximation of the labia minora and/or the labia majora,"Type IV: All other harmful procedures performed on the female genital organs for non-therapeutic purposes, such as puncture, piercing, incision, scarification, and cauterization",a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-012-10-B,What is the primary concern when documenting bite injuries?,The patient's medical history,The location of the abrasions,The presence of bleeding,The type of injury,c,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-108-03-A,What is the main neurological cause of mental confusion?,Meningitis,AVEC,Generalized epilepsy,Cerebral infarcts,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-108-13-B,What is the primary indication for imaging in confusion?,Focal signs on neurological examination,CT scan or cerebral MRI,Lumbar puncture,Contrast-enhanced CT scan of the brain,b,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-108-14-B,What is the typical appearance of a chronic subdural hematoma?,A crescent-shaped collection with a clear boundary,A fluid-filled cyst with no distinct shape or boundary,A well-defined mass with a smooth surface,"A diffuse, irregular collection without a defined edge",a,batch1,"{ ""answer_option"" : ""A""}",a
