id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-075-09-A,Epidemiology,At what average age does tobacco experimentation typically begin?,12,13,14,16,c
OIC-075-30-B,Management,What is the primary purpose of follow-up after quitting smoking?,To punish smokers for failing,For rewarding efforts made and analyzing relapse circumstances,To determine success solely by duration of abstinence,To prevent relapses,b
OIC-075-02-A,Definition,What is the main agent responsible for addiction in tobacco use?,Nicotine,Tobacco itself,Other substances present in tobacco,Physical activity and exercise,a
OIC-075-25-A,Management,What is the main goal of the 2018-2022 National Programme for Tobacco Control in France?,To increase tobacco consumption nation-wide,"To monitor, evaluate, research, and disseminate knowledge about tobacco to reduce smoking rates among children born since 2014 by 2032",To provide free nicotine substitutes to all smokers,To introduce a 'No Smoking Month' every year,b
OIC-075-10-A,Epidemiology,"According to studies, what demographic group is most likely to continue smoking during pregnancy?",Younger adults,Older pregnant women,Women with higher education levels,Teenagers and less educated women,d
OIC-075-20-A,Positive diagnosis,What is considered a key indicator of nicotine addiction?,Physical symptoms such as coughing,Psychological dependence on tobacco products,The need to smoke at least three times a day,Nicotine cravings that are intense but not physically uncomfortable,c
OIC-075-17-A,Epidemiology,What is a common non-psychiatric medical complication related to passive smoking?,Otitis and bronchitis,Coronary artery disease and otitis in children,Bronchopulmonary cancer and asthma are not directly linked to passive smoke exposure,Ischaemic heart disease and coronary artery disease,a
OIC-075-08-A,Epidemiology,What percentage of the population aged 18 to 75 reported smoking in 2019?,28%,30.4%,35%,38%,b
OIC-075-14-A,Epidemiology,"According to the content, what percentage of deaths are attributed to tobacco in France?","50,000","75,000","100,000","200,000",b
OIC-075-27-A,Taking charge,Where can a patient seek help for smoking addiction?,Only through the Tabac Info Service website,Through the Tabac Info Service website and phone line (3989),At their local doctor's office only,"Not at all, as it is a personal issue",b
OIC-075-05-B,,How does tobacco smoke affect arteries?,It causes only inflammation and doesn't harm endothelial cells.,It promotes platelet aggregation but not venous thrombosis.,It passes into the bloodstream and causes no other effects.,It plays no role in arterial damage or thrombosis.,d
OIC-075-15-A,Epidemiology,What is the primary effect of stopping smoking on cardiovascular mortality?,Stopping smoking has no impact on cardiovascular mortality.,It increases mortality from cardiovascular disease.,It reduces mortality from cardiovascular disease and other related conditions.,It causes a temporary rise in blood pressure.,c
OIC-075-31-B,Management,Why is Varenicline considered a second-line treatment after nicotine replacement therapy?,Because it's more effective for severe nicotine dependence,Varenicline can be offered as a last-line treatment because of its side effects,It's the first line of defense against smoking addiction due to its partial agonist properties,Bupropion is typically used after Varenicline due to similar reuptake inhibition mechanisms,b
OIC-075-01-A,Definition,What percentage of deaths from bronchopulmonary cancer are linked to smoking?,60%,80%,90%,10%,b
OIC-075-24-A,Management,What is the main goal of a consultation when discussing smoking addiction with patients?,To identify and treat underlying medical conditions.,To suggest nicotine replacement therapy immediately.,To motivate the patient to stop smoking and offer support.,To simply educate the patient about the risks of secondhand smoke.,f
OIC-075-23-B,Positive diagnosis,Smoking has been linked to which percentage of smokers with bipolar disorder?,56%,82%,90%,95%,a
OIC-075-13-A,Epidemiology,"According to the educational content, what is the cause of the majority of mortality in France? ",Cardiovascular disease,Cancer (especially lung cancer),Respiratory disease,Stroke,b
OIC-075-32-B,Management,What is the primary purpose of advising a smoker to stop smoking during a medical consultation?,To increase the weaning rate,To solely provide written information,Not relevant as healthcare professionals should not advise smokers to quit,To refer patients to additional support resources,d
OIC-075-22-A,Positive diagnosis,What percentage of deaths from bronchopulmonary cancer are linked to smoking?,50%,80%,90%,95%,b
OIC-075-28-B,,What is the primary long-term goal of treatment for smoking addiction?,To reduce nicotine cravings and withdrawal symptoms,To encourage patient motivation to continue smoking,To provide a last resort medication option after other treatments fail,To assess psychiatric co-morbidities but not address the addiction itself,a
OIC-075-03-B,Definition,What is a mixture that makes up an electronic cigarette?,Nicotine only,"Propylene glycol, nicotine, water, flavorings, and glycerol",Only propylene glycol and glycerol,"Water, flavorings, and glycerol",b
OIC-075-06-A,Epidemiology,What is the most important risk factor for nicotine addiction?,Reducing the dose,Increasing the duration,Starting to smoke at an older age,Getting married,b
OIC-075-26-A,Management,What is a primary benefit of Nicotine Replacement Therapy (NRT) for smoking addiction?,It provides a quick fix to stop smoking immediately,It helps to reduce nicotine cravings and withdrawal symptoms without the toxicity of cigarettes,It only works if you are prescribed it for a very short period,It is more effective when combined with other treatments like varenicline,b
OIC-075-18-B,Epidemiology,"According to the data, which group of smokers has shown the greatest decrease in daily smoking rates between 2016 and 2018?",People on the highest incomes,The unemployed,Those with higher incomes,Most disadvantaged smokers,d
OIC-075-12-A,Epidemiology,What is the most important factor increasing cancer risk due to smoking?,Doubling the dose,Doubling the duration,Increasing age,Reducing physical activity,b
OIC-075-07-B,Epidemiology,What percentage of smokers decreased between 2016 and 2018?,8%,12%,15%,18%,b
OIC-075-16-A,Epidemiology,What percentage of smokers were occasional smokers among 18-75 year olds in 2018?,1.6%,6.6%,25.4%,32%,b
OIC-075-19-A,Positive diagnosis,How is tobacco consumption typically assessed?,Using a simple survey only,With a detailed questionnaire and physical examination,By calculating Packs-Year (PA) based on daily packs smoked and duration of use,Through blood tests for nicotine levels,c
OIC-075-11-A,Epidemiology,What was the change in overall smoking rates between 2017 and 2018?,A significant increase of 2.1%,An increase of 1.2% due to more people trying cigarettes,Only a slight decrease of 0.4%,"No change, as smoking rates remained the same throughout both years.",c
OIC-075-21-A,Positive diagnosis,What happens physically when a person suddenly stops smoking?,The body's weight decreases instantly.,"The symptoms of withdrawal appear rapidly after stopping and include depressed mood, irritability, frustration, anger, insomnia, anxiety, difficulty concentrating, and increased appetite.",The individual experiences sudden and intense physical pain in the lungs.,There is no immediate physical reaction to quitting smoking.,b
OIC-235-01-A,Definition,What is characteristic of acute pericarditis?,Inflammation only occurs in the heart,Always accompanied by a large amount of fluid in the space between the heart and the sac surrounding it (pericardial effusion),"A condition where the inflammation is limited to the pericardium, not necessarily involving heart muscle damage",Can never occur without fluid buildup in the pericardial space,c
