id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-075-28-B,,What is the primary purpose of using pharmacological treatments in managing smoking addiction?,To provide long-term support and motivation,To reduce withdrawal symptoms and cravings during the recovery process,To treat underlying psychiatric co-morbidities,To encourage or reinforce motivation to change through motivational interviews,b
OIC-075-03-B,Definition,"What is defined as a mixture of propylene glycol, nicotine, water, flavorings, and glycerol in electronic cigarettes?",A form of medication,Propelled liquid that can cause allergic reactions,Consumer product with no reported adverse reactions or intoxication cases,Type of inhalable gas,c
OIC-075-06-A,Epidemiology,At what age do most people start smoking regularly?,13,15,17,18,b
OIC-075-26-A,Management,What is a primary goal of Nicotine Replacement Therapy?,To reduce cravings and withdrawal symptoms quickly,To completely eliminate nicotine intake for life,To provide long-term daily nicotine intake to avoid toxicity of cigarettes,To treat underlying psychological issues related to smoking,c
OIC-075-18-B,Epidemiology,"According to the text, what is true about tobacco use among different socio-professional categories (CSP) of smokers in France?",Smoking decreases with increasing income,Smokers on lower incomes are more likely to smoke daily,Tobacco use is equally distributed across all CSPs,Higher-income individuals have a higher prevalence of smoking,a
OIC-075-12-A,Epidemiology,What is the most important factor in increasing the risk of tobacco-related cancers?,Doubling the dose results in a twofold increase in cancer risk.,Doubling the duration results in a 23-fold increase in cancer risk.,Increasing age increases cancer risk by 10 times.,Reducing exposure to tobacco smoke reduces cancer risk by half.,b
OIC-075-07-B,Epidemiology,What percentage of smokers decreased between 2017 and 2018?,28%,31.8%,32%,35%,a
OIC-075-16-A,Epidemiology,What percentage of smokers in the 18-75 age group were occasional smokers in 2018?,10%,6.6%,25.4%,40%,b
OIC-075-19-A,Positive diagnosis,How often should a patient's tobacco consumption be assessed?,Daily,Weekly,Monthly,When symptoms appear or stop using tobacco,d
OIC-075-11-A,Epidemiology,What trend is observed in the percentage of people who smoke daily between 2017 and 2018?,Increase by 1.5%,Decrease by 1.5%,No change,Increase by 2%,b
OIC-075-21-A,Positive diagnosis,What happens to the body's physical state immediately after quitting smoking?,The body starts to repair itself right away.,Withdrawal symptoms appear within minutes of quitting.,Physical changes are noticeable after a week of not smoking.,It takes months for the body to fully recover from nicotine addiction.,b
OIC-235-01-A,Definition,What is the definition of Acute Pericarditis?,Inflammation of the entire pericardium,Inflammation of the leaflets and possible effusion,Myocardial inflammation without pericardial involvement,Pericardial effusion with no inflammation,b
OIC-235-03-A,Identify the emergency,What is a possible emergency sign in acute pericarditis?,Jugular turgidity and jugular hepato reflux,"Tachycardia, PAS < 90 mmHg, mottling, cold extremities",Paradoxical Pulse and fever greater than 38°C,Effusion greater than 20 mm on ultrasound,a
OIC-235-10-B,Etiologies,What is a characteristic of Early Pericarditis (D3-D5) in relation to myocardial infarction?,Late Pericarditis is more common and associated with fever and pleurisy.,Emergency surgery may be required due to minimal effusion,Early Pericarditis has a favorable outcome only if it causes significant damage,It is rarely seen in modern medical practice.,b
OIC-235-04-A,,What is a characteristic ECG finding in Stage 1 of acute pericarditis?,Flat T waves,Negative T waves,QRS amplitude < 5 mm and < 10 mm in peripheral and precordial leads respectively,Sinus bradycardia,c
OIC-235-14-B,Etiologies,What is the most common cause of tamponade?,Purulent,Neoplastic,Traumatic,Tuberculosis,a
OIC-235-11-B,Etiologies,What is the primary characteristic of bacterial pericarditis?,It occurs in immunocompetent individuals and has a mild prognosis.,It is characterized by high fever >39°C and severe prognosis with frequent progression to tamponade or pericardial constriction.,It is often associated with pulmonary abnormalities and requires anti-tuberculosis treatment.,It is a rare form of pericarditis that occurs in immunocompromised subjects.,b
OIC-235-13-A,Follow-up and/or prognosis,What is a common complication of acute pericarditis that can lead to heart failure and ventricular rhythm disorders?,Constrictive pericarditis,Chronic calcifying pericarditis,Myocarditis (Myo-pericarditis),Abundant pericardial effusion,c
OIC-235-06-B,Additional examinations,What is typically seen on a chest X-ray in cases of acute pericarditis?,Left border curved,Pleural effusion always present,Cardiac silhouette enlarged and 'heart in a jug' appearance,No abnormalities detected,c
OIC-235-08-A,,What is a clinical indicator that suggests a patient with acute pericarditis may require hospitalization?,Symptoms present for less than 2 weeks,Absence of fever > 38°C,Presence of tamponade and immunocompromised status,Troponin elevation without other symptoms,c
OIC-235-12-A,Management,"What is the recommended duration for rest after the normalization of CRP, ECG, and ETT in Benign Acute Pericarditis?",1 month,3 months,6 weeks,2 years,b
OIC-235-02-A,,What symptom is typically relieved by sitting bent forward in a patient with acute pericarditis?,Chest pain,Dyspnoea,Pericardial friction,Hiccups,a
OIC-235-09-A,Etiologies,What is the most common cause of acute viral pericarditis?,Viral infection,Bacterial infection,Autoimmune response,Cardiac trauma,a
OIC-235-15-A,Identification of the emergency,What type of shock can be caused by an 'abundant' and/or 'sudden onset' pericardial effusion?,Cardiogenic Shock,Obstructive Shock,Distributive Shock,Respiratory Shock,a
OIC-235-05-B,Additional examinations,When should percutaneous or surgical pericardial drainage be performed?,In stable patients with a clear etiology for their effusion.,Only in cases of tamponade to preserve blood pressure.,"To be discussed in all hemodynamically unstable patients, regardless of the cause of the effusion.",When the patient is stable and has a clear etiology for their effusion.,b
OIC-100-03-A,Etiologies,What is the typical presentation of Subarachnoid Haemorrhage (SAH) or Meningeal Haemorrhage?,A thunderclap headache with other signs of meningeal syndrome and persistent cervicalgia,A gradual onset headache that worsens over time,"No specific headache characteristics, but often accompanied by focal deficit or seizures","A severe headache that peaks in a few minutes, similar to a 'brutal headache' ",a
OIC-100-04-B,,"What is a key characteristic of episodic chronic headache (e.g., episodic migraine or episodic tension headache) in adults and children?","{ 'text': 'Present for at least 3 months', 'correct': false }","{ 'text': '<15 days/month', 'correct': true }","{ 'text': 'Continuous and lasting for years', 'correct': false }","{ 'text': 'Associated with seizures or drug abuse', 'correct': false }",f
OIC-100-02-A,Identification of the emergency,What is the clinical presentation of Meningitis Syndrome?,"Sudden onset, with photophobia and stiff neck","Gradual onset, with vomiting and disorder of vigilance","Helmet-shaped, diffuse, intense headache resistant to analgesics",No specific symptoms or signs described,c
OIC-100-06-A,Identification of the emergency,"A patient presents with a sudden onset of severe headache, fever, and altered mental status. Which of the following is the most appropriate indication for performing a lumbar puncture (LP) before imaging?",To confirm the diagnosis of aneurysmal subarachnoid hemorrhage (SAH),In cases where meningitis is suspected and there are signs suggestive of cerebral involvement,If the patient has a history of coagulopathy or hemostasis disorders,To relieve headache before imaging in all other acute headaches without a definite etiological diagnosis after imaging,b
OIC-100-07-A,Management,What is the recommended position for a patient with suspected secondary headache?,Sit up straight,Lie down with head at 30°,Stand upright with feet shoulder-width apart,Recline in bed with head elevated,b
OIC-100-09-A,Management,What is the management principle for primary headaches?,Seizure treatments are prescribed without specifying the type of seizure.,Primary headaches are managed in consultation with a specialist.,Background treatment is never used to reduce attack frequency.,Seizure treatments must be as specific as possible for each type of primary headache.,d
