id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-179-04-B,Definition,Which of the following is NOT a common health risk associated with chemical pollution in water resources?,Nitrates from agricultural activities becoming toxic when reduced to nitrites.,Phosphates contributing to eutrophication and the development of toxin-producing algae.,"Heavy metals like lead, mercury, and cadmium concentrating in aquatic life and posing poisoning risks.",Radioactive pollution being the primary cause of gastrointestinal disorders.,D
OIC-179-08-A,Etiologies,"Which of the following pathogens is responsible for foodborne illness characterized by an incubation period of 12-72 hours, presenting with symptoms such as transient digestive problems, pseudopresbyopia, and potentially descending paralysis affecting cranial nerves, limbs, and respiratory muscles, and is often associated with ingestion of preformed toxin in improperly preserved foods like ham and home-canned goods?",Salmonella enterica non-Typhi serotypes,Staphylococcus aureus,Clostridium perfringens,Clostridium botulinum,D
OIC-179-07-A,Definition,What are the common symptoms associated with a foodborne outbreak caused by Clostridium botulinum?,Nausea and vomiting,Cholera-like diarrhea,Motor or sensory neurological disorders,Acute hepatitis,C
OIC-179-01-B,Etiologies,"Which of the following protozoan diseases is transmitted primarily through the ingestion of cysts from contaminated water or food, and can cause intestinal and potentially hepatic disease in humans?",Cryptosporidiosis,Giardiasis,Toxoplasmosis,Amoebiasis,D
OIC-179-11-A,,Which of the following is NOT a recommended preventive measure for foodborne infections in the presence of a TIAC (Temporary Improvement Action Committee)?,Consigning suspect foodstuffs to a designated area for further testing.,Immediately evicting the source of contamination upon identification.,Continuing catering activities without suspension while awaiting investigation results.,Suspending catering activities at the establishment pending investigation results.,C
OIC-179-09-A,,"When suspecting a case of Contaminated Food-Transmitted Infection (CFTI), which of the following actions should be taken according to the provided guidelines?",Wait for the investigation to conclude before reporting.,Report the case to the ARS using the specific form immediately.,Report the case only if the individual has a confirmed diagnosis.,Send an informal email to the ARS with a description of the symptoms.,B
OIC-179-06-A,Definition,Which of the following health risks is NOT correctly associated with the consumption of poorly preserved fish?,Histamine syndrome,Liver disease,Rhabdomyolysis,Skin rash (allergy),D
OIC-030-01-B,Diagnosis,Which of the following is NOT a risk factor for early bacterial neonatal infection (BIN) according to the 2017 good practice recommendations?,Maternal colonization with group B streptococcus (GBS),Maternal fever > 38.0°C intrapartum or within 2 hours of delivery,Prematurity at 36 weeks gestation,Membrane rupture > 12 hours,C
OIC-030-04-B,Diagnosis,Which of the following is NOT a risk factor for prematurity according to the provided educational content?,History of preterm labor,Short interval between last two pregnancies,Maternal consumption of folic acid supplements,Uterine malformations,C
OIC-030-02-B,Diagnosis,"Which of the following is NOT a sign of respiratory distress in a newborn, according to the provided educational content?",Polypnoea with a respiratory rate (FR) greater than 60/min,Cyanosis and/or low oxygen saturation,Silverman score indicating the intensity of respiratory distress,Sudden increase in appetite,D
OIC-030-03-B,Diagnosis,Which of the following is NOT a risk factor for intrauterine growth retardation (IUGR)?,Maternal age under 20,Chronic arterial hypertension in the mother,High socio-economic status,Smoking during pregnancy,C
OIC-121-05-B,,What is the primary purpose of establishing a safeguard of justice measure for individuals with psychological disabilities?,To permanently transfer all decision-making powers to a legal guardian.,To provide temporary and rapid protection while awaiting the implementation of curatorship or guardianship.,To ensure the individual with disabilities is financially supported by the state.,To remove the individual from their civil life and place them under state control.,B
OIC-121-03-B,Management,Which of the following methods is NOT one of the three main approaches used in psychotherapeutic care to help patients manage the consequences of their mental disorder?,Medication Management,Therapeutic Education,Psychotherapies,Cognitive Remediation,A
OIC-121-02-B,,What is the primary goal of psychosocial rehabilitation techniques in mental health care?,To completely eliminate psychological disabilities,To help individuals recover by developing skills to cope with various levels of disability,To provide long-term institutional care for individuals with psychological disabilities,To focus solely on medication management for individuals with psychological disabilities,B
OIC-121-01-A,Definition,What distinguishes psychological disability from intellectual disability?,Psychological disability is present from birth and is not progressive.,Psychological disability is linked to an intellectual impairment.,"Psychological disability is not present from birth, is progressive, and requires medical care.",Psychological disability does not affect social relations or daily activities.,C
OIC-121-04-B,Taking charge,Which of the following is NOT a form of assistance provided under psychosocial rehabilitation for individuals with psychological disabilities?,Therapeutic or community flats,Recognition as a disabled worker (RQTH),Financial support for starting a new business,Home visits and/or household help,C
OIC-020-12-B,Definition,"In the context of health research methodology, when conducting a hypothesis test with a binary dependent variable and a nominal qualitative explanatory variable, which statistical test is appropriate for independent samples?",Chi-squared test of independence,Fisher's exact test,ANOVA,Mann-Whitney U test,A
