id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-075-20-A,Positive diagnosis,What is the main agent responsible for addiction in smoking?,Nicotine,Tobacco itself,Carbon monoxide,Tar,a
OIC-075-17-A,Epidemiology,What is a non-psychiatric medical complication related to passive smoking?,Otitis and asthma in children,Ischaemic heart disease,Coronary artery disease,Bronchitis,a
OIC-075-08-A,Epidemiology,"According to the data, what percentage of women smoke tobacco compared to men?",40%,30%,26.5%,35%,c
OIC-075-14-A,Epidemiology,What is a significant consequence of active smoking?,Only increases the risk of stroke,"Increases the risk of heart attack, stroke, and other cardiovascular diseases",Has no impact on mortality rates,Reduces the risk of certain cancers,b
OIC-075-27-A,Taking charge,What is the purpose of the Tabac Info Service website?,To provide in-person counseling for smokers,To offer personalized coaching through a free telephone line,To provide online resources and support for quitting smoking,To promote tobacco products,c
OIC-075-05-B,,What is a primary effect of tobacco smoke on the bloodstream?,Causes inflammatory phenomena in the lungs only,Passes into the bloodstream and promotes platelet aggregation,Only affects venous blood vessels,Has no impact on arterial thrombosis,b
OIC-075-15-A,Epidemiology,What is the primary effect of smoking on cardiovascular mortality?,It increases the risk of stroke,It causes passive intoxication leading to ischemic heart disease,It reduces mortality from cardiovascular disease when stopped,It has no impact on cardiovascular health,c
OIC-075-31-B,Management,What is the primary mechanism of action of Varenicline?,Varenicline blocks nicotinic acetylcholine receptors,Varenicline is a partial agonist of nicotinic acetylcholine receptors,Varenicline increases dopamine levels in the brain,Varenicline decreases noradrenaline and dopamine reuptake,b
OIC-075-01-A,Definition,What percentage of deaths from bronchopulmonary cancer are linked to smoking?,60%,80%,90%,95%,b
OIC-075-24-A,Management,What should healthcare professionals do at every consultation for patients who smoke?,Only ask if they smoke,Only advise them to stop smoking,"Ask, assess, advise, and assist the patient in quitting",Only offer written information,c
OIC-075-23-B,Positive diagnosis,What percentage of smokers with bipolar disorder also have schizophrenia?,56%,82%,90%,100%,b
OIC-075-13-A,Epidemiology,What is the primary cause of mortality attributed to smoking in France?,"75,000 deaths per year due to cardiovascular disease","75,000 deaths per year due to cancer","75,000 deaths per year due to respiratory diseases","75,000 deaths per year due to other causes",b
OIC-075-32-B,Management,What is the primary goal of advising a patient to stop smoking during a medical consultation?,To provide emotional support only,To increase the weaning rate by providing minimum advice,To refer patients to external resources immediately,To educate patients about the risks of smoking only,b
OIC-075-22-A,Positive diagnosis,What percentage of deaths from bronchopulmonary cancer are linked to smoking?,60%,80%,90%,95%,b
OIC-075-28-B,,What is the primary goal of pharmacological treatment for smoking addiction?,To reduce withdrawal symptoms and cravings,To encourage motivation to change through motivational interviews,To provide long-term nicotine intake as a substitute for cigarettes,To treat co-addictions with other substances,a
OIC-075-03-B,Definition,What is a key component of an electronic cigarette?,Flavorings,Nicotine,Propylene glycol,Glycerol,c
OIC-075-06-A,Epidemiology,What is the average age at which people typically start smoking?,13,14,15,16,b
OIC-075-26-A,Management,What is the primary purpose of Nicotine Replacement Therapy (NRT) in treating smoking addiction?,To reduce cravings and withdrawal symptoms immediately,To gradually decrease nicotine intake over time,To avoid the toxicity of cigarettes by providing a safer alternative,To treat underlying psychological issues related to smoking,c
OIC-075-18-B,Epidemiology,"According to the data, what happened to the prevalence of daily smoking among the most disadvantaged smokers in France between 2016 and 2018?",Increased,Decreased significantly,Remained stable,Increased significantly,b
OIC-075-12-A,Epidemiology,What is the most important factor in increasing tobacco-related cancer risk?,Doubling the dose,Doubling the duration,Increasing the number of cigarettes smoked per day,Using a different type of tobacco product,b
OIC-075-07-B,Epidemiology,What percentage of smokers decreased between 2017 and 2018?,26.9% to 25.4%,31.8% to 32%,12% overall,4.9% occasional,a
OIC-075-16-A,Epidemiology,What percentage of smokers in the US were occasional smokers in 2018?,10%,6.6%,15%,20%,b
OIC-075-19-A,Positive diagnosis,What is the primary purpose of assessing tobacco consumption in patients?,To identify patients with nicotine dependence,To determine if a patient has smoked at least one pack per day for more than 5 years,To assess the severity of smoking addiction based on Packs-Year (PA) calculation,To screen all patients for tobacco use without any further evaluation.,a
OIC-075-11-A,Epidemiology,What was the trend in overall smoking rates between 2017 and 2018?,Increase of 1.0%,Decrease of 2.4%,No change,Increase of 3.2%,a
OIC-075-21-A,Positive diagnosis,What is a common sign of smoking cessation?,Weight loss,Increased appetite leading to weight gain,Improved mood,Reduced energy levels,b
OIC-235-01-A,Definition,What is a characteristic of acute pericarditis?,Inflammation of the heart muscle,Pericardial effusion is always present,Myopericarditis occurs when troponin levels are normal,Acute inflammation of the leaflets of the pericardium,d
OIC-235-03-A,Identify the emergency,What is a possible emergency sign in acute pericarditis?,Jugular turgidity,Tachycardia,Paradoxical pulse,Effusion greater than 20 mm,c
OIC-235-10-B,Etiologies,What is a characteristic of Early Pericarditis (D3-D5) following myocardial infarction?,It has a poor outcome if minimal.,Emergency surgery is required in case of myocardial rupture.,It is rarely associated with fever and pleurisy.,It occurs due to transmural haemopericardial infarction and has a favorable outcome if minimal.,d
OIC-235-04-A,,What is the typical ECG finding in Stage 1 of acute pericarditis?,Flat T waves,"Concave upward ST elevation, diffuse, no mirror, no Q wave, positive T waves",Negative T waves for the first week,QRS amplitude < 5 mm and < 10 mm in peripheral and precordial leads respectively,b
OIC-235-14-B,Etiologies,What is the most common cause of tamponade?,Viral,Traumatic,Tuberculosis,Purulent,b
OIC-235-11-B,Etiologies,What is the primary characteristic of bacterial pericarditis?,It is a subacute form of pericarditis,It often presents with hemorrhagic fluid in the pericardial space,It typically occurs in immunocompromised subjects or carriers of severe infection,It is usually associated with pulmonary abnormalities,c
OIC-235-13-A,Follow-up and/or prognosis,What is a common complication of acute pericarditis?,Chronic pericarditis,Right heart failure due to constrictive pericarditis,Myocarditis (myo-pericarditis) with frequent recurrence,Tamponade caused by benign acute viral pericarditis,b
OIC-235-06-B,Additional examinations,What is a common finding on a chest X-ray in cases of acute pericarditis?,Pleural effusion,Pericardial calcification,A 'Coeur en carafe' appearance due to abundant pericardial effusion,Enlargement of the cardiac silhouette,c
OIC-235-08-A,,A patient with acute pericarditis presents with fever > 38°C and abundant pericardial effusion. What is the clinical indicator that suggests tamponade?,Symptoms present for less than a week,"Fever > 38°C, symptoms present for several weeks, immunocompromised patients, or patients on oral anticoagulants",Troponin elevation indicating myocarditis,Resistance to anti-inflammatory treatment for only one day,b
OIC-235-12-A,Management,What is the recommended duration for rest after a diagnosis of benign acute pericarditis?,Until symptoms resolve,Typically 3 months,"Until normalization of CRP, ECG, and ETT",For life,c
